Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Use serial and lot numbers in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-serial-lot-numbers/,5,213,"2,088",16.52%,115,19,20,2559,16.14428795,118,171,learn-dynamics.use-serial-lot-numbers,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Use Success by Design for Dynamics 365 apps solutions,https://docs.microsoft.com/en-us/learn/paths/use-success-design/,13,"2,684","22,631",3.98%,"1,205",48,44,2559,20.08610283,448,686,learn-dynamics.use-success-design,solution-architect;functional-consultant,dynamics-365;dynamics-sales;dynamics-marketing;dynamics-customer-service;dynamics-field-service;dynamics-finance;dynamics-scm;dynamics-finance-operations;dynamics-project-operations;dynamics-commerce;dynamics-human-resources,advanced
Use the Microsoft service adoption framework to drive adoption in your enterprise,https://docs.microsoft.com/en-us/learn/paths/m365-service-adoption/,4,"1,819","10,180",7.21%,"1,664",120,129,2559,18.82586586,"2,031",150,learn-m365.service-adoption,administrator,m365,beginner
Use the UI and controls in a canvas app in Power Apps,https://docs.microsoft.com/en-us/learn/paths/ui-controls-canvas-app-powerapps/,4,"2,661","25,088",21.86%,"1,418",310,334,2559,18.71296505,"2,652",178,learn-bizapps.ui-controls-canvas-app-powerapps,functional-consultant;maker,power-platform;power-apps,intermediate
Use visual tools to create machine learning models with Azure Machine Learning,https://docs.microsoft.com/en-us/learn/paths/create-no-code-predictive-models-azure-machine-learning/,4,"26,924","593,151",40.32%,"15,177","6,119","7,151",2559,27.15189855,"9,663",209,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,ai-engineer;data-scientist,azure;azure-machine-learning,beginner
Use warehouse management in manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/use-warehouse-manufacturing-dyn365-supply-chain-mgmt/,3,"1,260","10,350",13.28%,241,32,27,2559,33.1005291,578,742,learn-dynamics.use-warehouse-in-manufacturing-dyn365-fo,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Virtualization - Sharing cloud resources,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-computing-how-cloud-works/,6,749,"6,788",12.47%,433,54,60,2559,17.22004895,920,202,learn.cmu-cloud-computing.how-cloud-works,developer;student,azure,beginner;intermediate
Visualize data in Power BI,https://docs.microsoft.com/en-us/learn/paths/visualize-data-power-bi/,4,"16,288","196,172",11.44%,"11,646","1,332","1,503",2559,39.90645465,"10,909",350,learn-bizapps.visual-data-power-bi,data-analyst,power-bi,intermediate
Web development for beginners,https://docs.microsoft.com/en-us/learn/paths/web-development-101/,6,"3,993","33,823",5.52%,"2,665",147,174,2559,15.65965022,893,109,learn.student-evangelism.web-development-101,student,azure,beginner
"Windows Server deployment, configuration, and administration",https://docs.microsoft.com/en-us/learn/paths/windows-server-deployment-configuration-administration/,5,"4,868","28,692",2.42%,"3,436",83,102,2559,16.96852917,"1,328",207,learn.wwl.windows-server-deployment-configuration-administration,administrator;solution-architect;technology-manager,windows-server,intermediate
Windows Server file servers and storage management,https://docs.microsoft.com/en-us/learn/paths/windows-server-file-servers-storage-management/,6,"1,771","9,823",4.08%,736,30,38,2559,12.48334274,614,295,learn.wwl.windows-server-file-servers-storage-management,administrator;security-engineer;solution-architect,windows-server,intermediate
Windows Server high availability,https://docs.microsoft.com/en-us/learn/paths/windows-server-high-availability/,4,963,"4,992",3.20%,500,16,27,2559,14.47095881,447,203,learn.wwl.windows-server-high-availability,administrator;security-engineer;solution-architect,windows-server,intermediate
Windows Server Hyper-V and Virtualization,https://docs.microsoft.com/en-us/learn/paths/windows-server-hyper-v-virtualization/,6,"1,946","12,020",1.88%,"1,168",22,29,2559,21.32318431,799,311,learn.wwl.windows-server-hyper-v-virtualization,administrator;security-engineer;solution-architect,windows-server,intermediate
Windows Server Network Infrastructure,https://docs.microsoft.com/en-us/learn/paths/windows-server-network-infrastructure/,5,"1,566","8,630",4.25%,730,31,37,2559,18.89557258,653,311,learn.wwl.windows-server-network-infrastructure,administrator;solution-architect;technology-manager,windows-server,intermediate
Work like a pro with data in Business Central,https://docs.microsoft.com/en-us/learn/paths/work-pro-data-dynamics-365-business-central/,3,620,"6,822",22.92%,349,80,79,2559,15.12032258,679,154,learn-dynamics.work-pro-data-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Work with accounts payable in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/work-accounts-payable-dyn365-finance/,3,999,"11,275",6.80%,691,47,52,2559,48.75085085,769,375,learn-dynamics.work-with-accounts-payable-in-dynamics-365-for-finance-and-ops,business-user;functional-consultant,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate
Work with accounts receivable in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/work-accounts-receivable-dyn365-finance/,4,"1,090","12,139",6.57%,594,39,44,2559,33.64267584,763,451,learn-dynamics.work-accounts-receivable-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate
Work with Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/work-asset-management-dyn365-supply-chain-mgmt/,12,"1,137","14,825",17.86%,252,45,44,2559,18.50429493,556,799,learn-dynamics.work-asset-management-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner
Work with cases in Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-with-cases-in-dynamics-365-for-customer-service/,3,"3,545","28,163",13.33%,"1,290",172,190,2559,25.02586742,"1,272",182,learn-bizapps.customer-service-hub-cases-slas,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner
Work with core features in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/work-core-features-marketing/,7,"1,062","13,078",11.28%,656,74,52,2559,37.04537037,871,458,learn-dynamics.work-core-features-marketing,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate
Work with Customer Service Insights,https://docs.microsoft.com/en-us/learn/paths/work-customer-service-insights/,2,540,"3,662",19.01%,363,69,74,2559,15.91592593,169,47,learn-dynamics.work-customer-service-insights,functional-consultant;business-user,dynamics-365;dynamics-customer-service;dynamics-cust-svc-insights,intermediate
Work with data in a Power Apps canvas app,https://docs.microsoft.com/en-us/learn/paths/work-with-data-in-a-canvas-app/,3,"4,959","23,667",14.74%,"1,065",157,177,2559,12.03077569,"2,417",164,learn-bizapps.work-with-data-in-a-canvas-app,business-user;functional-consultant;maker,power-platform;power-apps,intermediate
Work with data in C#,https://docs.microsoft.com/en-us/learn/paths/csharp-data/,5,"4,176","38,719",6.77%,"3,160",214,279,2559,25.38839001,"4,966",179,learn.languages.csharp-data,developer,dotnet,beginner
Work with Data Warehouses using Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/paths/work-with-data-warehouses-using-azure-synapse-analytics/,9,"5,106","94,691",11.03%,"2,983",329,375,2559,47.70014689,"1,240",453,learn.wwl.work-with-data-warehouses-using-azure-synapse-analytics,data-engineer,azure-synapse-analytics,intermediate
Work with different technologies in Power Automate Desktop,https://docs.microsoft.com/en-us/learn/paths/pad-work-different-technologies/,6,"5,419","27,383",16.10%,590,95,101,2559,10.38567386,352,273,learn-bizapps.pad-work-different-technologies,maker;developer;functional-consultant,power-platform;power-automate,intermediate
Work with different technologies in WinAutomation,https://docs.microsoft.com/en-us/learn/paths/work-winautomation-technology/,6,484,"3,236",17.32%,127,22,23,2559,10.55134298,177,306,learn-bizapps.work-winautomation-technology,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,intermediate
Work with Dynamics 365 Guides,https://docs.microsoft.com/en-us/learn/paths/work-dynamics-365-guides/,4,"2,765","14,003",1.27%,"2,290",29,32,2559,7.718553345,650,473,learn-dynamics.work-dynamics-365-guides,functional-consultant;business-user;administrator,dynamics-365;dynamics-guides;hololens,beginner
Work with Dynamics 365 Sales Insights,https://docs.microsoft.com/en-us/learn/paths/work-sales-insights/,3,495,"3,633",3.43%,233,8,8,2559,19.91542088,367,260,learn-dynamics.work-sakes-insights,functional-consultant;business-user,dynamics-365;dynamics-sales;dynamics-sales-insights,intermediate
Work with Dynamics 365 Sales Professional,https://docs.microsoft.com/en-us/learn/paths/working-with-dynamics-sales-professional/,5,"2,801","23,926",7.14%,490,35,39,2559,27.86491134,913,264,learn-dynamics.work-with-dynamics-365-for-sales-pro,business-user;functional-consultant,dynamics-365;dynamics-sales,intermediate
Work with entitlements and service level agreements in Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-with-entitlements-and-slas-in-microsoft-dynamics-365-for-customer-service/,2,972,"6,870",19.29%,451,87,96,2559,22.96724966,799,128,learn-bizapps.work-with-entitlements-and-slas-dyn365-customer-service,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner
Work with essential development standards for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/essential-development-standards/,4,349,"2,562",11.03%,136,15,19,2559,23.39823305,179,226,learn-dynamics.essential-development-standards,developer,dynamics-365;dynamics-business-central,intermediate
Work with Expense management in Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/paths/work-expense-management/,4,727,"6,316",8.93%,291,26,27,2559,15.5236818,169,345,learn-dynamics.work-expense-management,business-user;functional-consultant;administrator,dynamics-365;dynamics-project-operations;dynamics-finance;dynamics-finance-operations,intermediate
Work with Hybrid Transactional and Analytical Processing Solutions using Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/paths/work-with-hybrid-transactional-analytical-processing-solutions/,4,"1,576","20,359",22.69%,"1,203",273,311,2559,29.48861041,616,146,learn.wwl.work-with-hybrid-transactional-analytical-processing-solutions,data-engineer,azure-synapse-analytics,intermediate
Work with Knowledge Management Solutions in Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-with-knowledge-management-solutions-in-microsoft-dynamics-365-for-customer-service/,2,682,"5,201",21.03%,447,94,101,2559,21.78003421,914,120,learn-bizapps.work-with-knowledge-management-solutions-dyn365-customer-service,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner
Work with Microsoft Cloud for Healthcare,https://docs.microsoft.com/en-us/learn/paths/work-healthcare-solution/,3,235,"1,473",6.47%,170,11,15,2559,19.62241135,67,84,learn-bizapps.work-healthcare-solution,business-user;functional-consultant,industry-solutions;mscloud-healthcare,beginner
"Work with Microsoft Power Platform tenants, environments, subscriptions, and Dynamics 365 apps",https://docs.microsoft.com/en-us/learn/paths/implementing-customer-engagement-apps/,4,"1,511","15,250",10.63%,"1,054",112,128,2559,36.35222811,"2,092",300,learn-dynamics.implementing-customer-engagement-online,administrator;business-user;functional-consultant,dynamics-365;power-platform,intermediate
Work with NoSQL data in Azure Cosmos DB,https://docs.microsoft.com/en-us/learn/paths/work-with-nosql-data-in-azure-cosmos-db/,8,"8,064","81,428",4.93%,"2,373",117,128,2559,24.2791026,"6,733",363,learn.work-with-nosql-data-in-azure-cosmos-db,developer;data-engineer,azure;azure-cosmos-db;vs-code;azure-portal;azure-clis,beginner
Work with Power Apps portals,https://docs.microsoft.com/en-us/learn/paths/work-power-apps-portals/,6,"1,364","9,118",6.65%,436,29,30,2559,17.80920088,539,260,learn-bizapps.work-power-apps-portals,maker;functional-consultant;administrator,power-platform;power-apps,intermediate
Work with Power Automate Desktop,https://docs.microsoft.com/en-us/learn/paths/pad-work/,6,"3,583","21,078",13.27%,663,88,101,2559,12.84597172,587,233,learn-bizapps.pad-work,maker;developer;functional-consultant,power-platform;power-automate,beginner
Work with relational data in Azure,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure/,6,"6,799","55,850",9.48%,"1,160",110,125,2559,21.5159901,"6,715",310,learn.work-with-relational-data-in-azure,developer;data-engineer,azure;azure-sql-database;azure-cloud-shell;azure-clis,intermediate
Work with the Microsoft Dynamics 365 Business Central user interface,https://docs.microsoft.com/en-us/learn/paths/work-with-user-interface-dynamics-365-business-central/,3,"1,661","20,073",22.84%,"1,090",249,257,2559,23.17920931,"1,228",182,learn-dynamics.work-with-user-interface-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,beginner
Work with WinAutomation,https://docs.microsoft.com/en-us/learn/paths/work-with-winautomation/,8,253,"3,705",26.55%,113,30,31,2559,19.24565217,234,303,learn-bizapps.work-with-winautomation,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,intermediate
Working with Connected Field Service for Dynamics 365 and Azure IoT,https://docs.microsoft.com/en-us/learn/paths/working-with-connected-field-service-iot/,5,266,"1,801",3.08%,130,4,4,2559,14.41716792,504,373,learn-bizapps.connected-field-service,business-user;functional-consultant,dynamics-365;dynamics-field-service;azure;azure-iot-central,intermediate
